"subjectID" "sire" "dam" "sex" "generation" "phenotype" "genetic_origin" "batch"
"580" 541 16 102 "F" 2 -0.835178 1 6
"581" 542 11 115 "M" 2 -1.255303 1 6
"582" 543 11 148 "F" 2 0.58542 1 6
"583" 544 11 103 "M" 2 -1.083807 1 6
"584" 545 11 85 "F" 2 -2.054908 1 6
"585" 546 7 27 "M" 2 1.36042 1 6
"586" 547 7 130 "M" 2 1.049045 1 6
"587" 548 7 25 "F" 2 1.254901 1 6
"588" 549 7 143 "M" 2 -0.670259 1 6
"589" 550 1 107 "F" 2 -1.000921 1 6
"590" 551 1 151 "F" 2 -0.298107 1 6
"591" 552 1 138 "F" 2 0.133886 1 6
"592" 553 1 129 "M" 2 -0.808346 1 6
"593" 554 10 160 "M" 2 -0.438368 1 6
"594" 555 10 127 "M" 2 0.60471 1 6
"595" 556 10 121 "F" 2 0.985382 1 6
"596" 557 10 75 "F" 2 -0.368263 1 6
"597" 558 20 21 "F" 2 -0.314366 1 6
"598" 559 20 105 "M" 2 -0.384282 1 6
"599" 560 20 139 "F" 2 2.030171 1 6
"600" 561 20 157 "F" 2 0.429219 1 6
"601" 562 484 485 "M" 3 1.229326 1 6
"602" 563 484 489 "M" 3 -0.662824 1 6
"603" 564 484 409 "F" 3 3.419788 1 6
"604" 565 484 500 "M" 3 1.290441 1 6
"605" 566 422 483 "F" 3 0.758662 1 6
"606" 567 422 125 "F" 3 1.799371 1 6
"607" 568 422 492 "F" 3 1.38557 1 6
"608" 569 422 488 "M" 3 0.643765 1 6
"609" 570 497 407 "F" 3 0.255535 1 6
"610" 571 497 414 "M" 3 1.807921 1 6
"611" 572 497 482 "F" 3 1.235919 1 6
"612" 573 497 114 "F" 3 1.667451 1 6
"613" 574 498 45 "M" 3 1.716724 1 6
"614" 575 498 137 "F" 3 0.127828 1 6
"615" 576 498 493 "M" 3 -0.205426 1 6
"616" 577 498 30 "F" 3 -1.067329 1 7
"617" 578 519 144 "M" 3 -0.004697 1 7
"618" 579 519 510 "F" 3 0.757243 1 7
"619" 580 519 132 "M" 3 -1.256368 1 7
"620" 581 519 119 "F" 3 0.89204 1 7
"621" 582 520 538 "M" 3 0.638051 1 7
"622" 583 520 405 "F" 3 1.584275 1 7
"623" 584 520 141 "M" 3 -0.406011 1 7
"624" 585 520 425 "M" 3 2.293236 1 7
"625" 586 406 529 "F" 3 0.127523 1 7
"626" 587 406 536 "F" 3 0.440358 1 7
"627" 588 406 496 "M" 3 -1.317 1 7
"628" 589 406 494 "F" 3 -0.692191 1 7
"629" 590 410 402 "F" 3 -0.029744 1 7
"630" 591 410 560 "F" 3 0.278762 1 7
"631" 592 410 548 "M" 3 -0.237439 1 7
"632" 593 410 418 "M" 3 0.073824 1 7
"633" 594 18 149 "F" 3 0.772334 1 7
"634" 595 18 147 "M" 3 -0.546082 1 7
"635" 596 18 155 "F" 3 0.270628 1 7
"636" 597 18 158 "M" 3 -1.373674 1 7
"637" 598 534 421 "M" 3 -1.190491 1 7
"638" 599 534 90 "F" 3 0.431725 1 7
"639" 600 534 135 "F" 3 1.227877 1 7
"640" 601 534 161 "M" 3 1.059818 1 7
"641" 602 462 150 "M" 3 0.889144 1 7
"642" 603 462 122 "F" 3 3.246292 1 7
"643" 604 462 447 "F" 3 0.745304 1 7
"644" 605 462 430 "M" 3 0.090681 1 7
"645" 606 521 94 "F" 3 1.250585 1 7
"646" 607 521 153 "F" 3 -0.121333 1 7
"647" 608 521 63 "F" 3 1.833416 1 7
"648" 609 521 78 "F" 3 -0.243297 1 7
"649" 610 495 159 "M" 3 1.422982 1 7
"650" 611 495 117 "M" 3 0.562211 1 7
"651" 612 495 450 "F" 3 -0.565721 1 7
"652" 613 495 156 "M" 3 0.549618 1 7
"653" 614 415 136 "M" 3 2.922091 1 7
"654" 615 415 40 "F" 3 -0.020385 1 7
"655" 616 415 444 "F" 3 1.343906 1 7
"656" 617 415 131 "M" 3 -0.652226 1 7
"657" 618 19 101 "F" 3 -1.226764 1 7
"658" 619 19 106 "M" 3 0.313379 1 7
"659" 620 19 145 "M" 3 0.246641 1 7
"660" 621 19 146 "M" 3 0.381133 1 7
"661" 622 7 142 "F" 3 1.60938 1 7
"662" 623 7 120 "M" 3 -0.288072 1 7
"663" 624 7 118 "M" 3 0.095033 1 7
"664" 625 7 411 "F" 3 1.715575 1 7
"665" 626 408 27 "M" 3 0.955539 1 7
"666" 627 408 36 "M" 3 -0.658163 1 7
"667" 628 408 126 "F" 3 0.58647 1 7
"668" 629 408 420 "M" 3 -0.572347 1 7
"669" 630 9 128 "F" 3 -1.140469 1 7
"670" 631 9 77 "M" 3 -0.360165 1 7
"671" 632 9 416 "M" 3 0.281576 1 7
"672" 633 9 133 "M" 3 -0.341256 1 7
"673" 634 431 139 "F" 3 0.774648 1 7
"674" 635 431 110 "M" 3 0.246637 1 7
"675" 636 431 148 "F" 3 -0.031196 1 7
"676" 637 431 130 "M" 3 -0.005493 1 7
"677" 638 417 25 "F" 3 1.292073 1 7
"678" 639 417 108 "F" 3 0.322493 1 7
"679" 640 417 50 "M" 3 -1.387712 1 7
"680" 641 417 436 "F" 3 1.386471 1 7
